,NO.,성우,연령,성별,상황키워드,감정_대분류,감정_소분류,사람문장1
2502,M_002503,KSH,노년,남성,"건강, 죽음",기쁨,신뢰하는,내가 폐 질환이 없는 게 정말 다행이야
2503,M_002504,KSH,노년,남성,"건강, 죽음",기쁨,신뢰하는,요즘 체력을 키우려고 수영을 배우거든. 이번에 새로 온 수영 선생은 실력이 있는 것 같아서 믿음직스러워.
2504,M_002505,KSH,노년,남성,"건강, 죽음",기쁨,신뢰하는,이번 건강진단에서 나온 질환 때문에 큰 걱정이야.
2505,M_002506,KSH,노년,남성,"건강, 죽음",기쁨,신뢰하는,나이들고 몸이 아파 죽음이 다가온걸 느끼고 있어.
2506,M_002507,KSH,노년,남성,"건강, 죽음",기쁨,신뢰하는,우리 어머니는 연세가 여든이 넘으셨는데 아직 건강하셔.
2507,M_002508,KSH,노년,남성,"건강, 죽음",기쁨,신뢰하는,아내가 챙겨주는 저탄고지 식단때문에 몸이 건강해진 것 같아.
2508,M_002509,KSH,노년,남성,"건강, 죽음",기쁨,신뢰하는,비정규직으로 일하는 공단이라 병걸려도 신경 안쓸줄 알았는데 믿음이 가서 든든하네.
2509,M_002510,KSH,노년,남성,"건강, 죽음",기쁨,신뢰하는,수술후 상태가 많이 양호해졌어.
2510,M_002511,KSH,노년,남성,"건강, 죽음",기쁨,신뢰하는,국가에서 지원해주는 여러 노인복지가 많아서 다행이야.
2511,M_002512,KSH,노년,남성,"건강, 죽음",기쁨,신뢰하는,나는 먹는 것이 건강에 중요하다고 믿고 있어.
2512,M_002513,KSH,노년,남성,"건강, 죽음",기쁨,신뢰하는,내 건강을 상담해 주는 신뢰할 수 있는 의사 선생님이 계셔서 좋아.
2513,M_002514,KSH,노년,남성,대인관계,기쁨,신뢰하는,작은아들이 이번에 공무원 시험에서 떨어졌어. 하지만 나는 꼭 합격할 거라고 믿어.
2514,M_002515,KSH,노년,남성,대인관계,기쁨,신뢰하는,상황이 어려웠는데도 불구하고 정액을 믿고 따라준 동업자가 있어서 기반을 잡을 수 있었어.
2515,M_002516,KSH,청소년,남성,가족관계,기쁨,신이 난,아빠가 한 달 만에 출장에서 돌아오셔서 기뻐.
2516,M_002517,KSH,청소년,남성,가족관계,기쁨,신이 난,아빠가 퇴근하시면서 선물을 사오셨어. 너무 신이 나.
2517,M_002518,KSH,청소년,남성,가족관계,기쁨,신이 난,나 방금 엄마한테 이번 달 용돈을 받았다. 신난다!
2518,M_002519,KSH,청소년,남성,가족관계,기쁨,신이 난,오늘 누나가 나한테 청소 내기를 하자고 했는데 내가 이겼어.
2519,M_002520,KSH,청소년,남성,가족관계,기쁨,신이 난,우리 형이 태권도 선수인데 이번 경기에서 압도적으로 잘해서 승리했어. 너무 기뻐.
2520,M_002521,KSH,청소년,남성,가족관계,기쁨,신이 난,오늘 너무 신나는 일이 있어. 드디어 내 방이 생겼어!
2521,M_002522,KSH,청소년,남성,가족관계,기쁨,신이 난,엄마가 오늘 내가 갖고 싶었던 신발을 사주셨어. 날아갈 것 같은 기분이야.
2522,M_002523,KSH,청소년,남성,가족관계,기쁨,신이 난,드디어 나에게 동생이 생겨서 너무 기뻐.
2523,M_002524,KSH,청소년,남성,가족관계,기쁨,신이 난,정말 신나! 오늘 집에 오니 내가 그렇게 바라던 강아지가 있더라고!
2524,M_002525,KSH,청소년,남성,가족관계,기쁨,신이 난,부모님이 당분간 집에 안 계실 거라고 친구들을 부르라고 하셨어. 너무 신나.
2525,M_002526,KSH,청소년,남성,가족관계,기쁨,신이 난,신난다! 아빠가 오랜만에 외식을 하자고 해서 준비하고 나가는 중이야.
2526,M_002527,KSH,청소년,남성,학교폭력/따돌림,기쁨,신이 난,나를 지독하게 괴롭히던 가해자들이 모두 처벌을 받게 됐어. 그래서 기분이 정말 좋아.
2527,M_002528,KSH,청소년,남성,학교폭력/따돌림,기쁨,신이 난,드디어 학교 폭력을 이겨내고 나는 학교에서 영웅 취급을 받고 있어서 정말 기뻐.
2528,M_002529,KSH,청소년,남성,학교폭력/따돌림,기쁨,신이 난,내가 지켜주고 도와준 친구가 학교폭력을 이겨냈다고 연락이 와서 기분이 정말 좋아.
2529,M_002530,KSH,청소년,남성,학교폭력/따돌림,기쁨,신이 난,선생님께서 학교폭력을 이겨낸 내가 자랑스럽다며 수고했다고 안아주셨어. 정말 행복해.
2530,M_002531,KSH,청소년,남성,학교폭력/따돌림,기쁨,신이 난,가해자를 피해 전학 온 학교에서 새로운 친구를 사겨서 기분이 좋아.
2531,M_002532,KSH,청소년,남성,학교폭력/따돌림,기쁨,신이 난,가해자가 학교를 떠난 뒤 반 친구들과 더 친하게 지낼 수 있어서 행복해.
2532,M_002533,KSH,청소년,남성,학교폭력/따돌림,기쁨,신이 난,가해자들이 처벌받아 학교에 나오지 않아서 반 친구들과 오랜만에 재미있게 놀았어.
2533,M_002534,KSH,청소년,남성,학교폭력/따돌림,기쁨,신이 난,날 괴롭히던 친구들과 오해가 풀려 다시 친하게 지낼 수 있게 됐어. 정말 행복해.
2534,M_002535,KSH,청소년,남성,학교폭력/따돌림,기쁨,신이 난,체육대회 날 날 괴롭히던 친구들과 뒤섞여 축구경기를 하다 보니 다시 사이가 좋아져서 기분이 좋아.
2535,M_002536,KSH,청소년,남성,학교폭력/따돌림,기쁨,신이 난,날 괴롭히던 가해자들이 그동안 미안했다며 사과했어. 다시는 그러지 않겠다고 해서 정말 기뻐.
2536,M_002537,KSH,청년,남성,"진로,취업,직장",기쁨,신이 난,이번에 경력직으로 이직하는데 성공했어.
2537,M_002538,KSH,청년,남성,"진로,취업,직장",기쁨,신이 난,앞으로 정말 정신없이 바쁠 날만 남았어. 그래도 너무 기뻐.
2538,M_002539,KSH,청년,남성,"진로,취업,직장",기쁨,신이 난,유럽 여행을 갈까 생각 중이야. 너무 기대돼.
2539,M_002540,KSH,청년,남성,"진로,취업,직장",기쁨,신이 난,이번 발리 여행은 특히 더 좋았어.
2540,M_002541,KSH,청년,남성,"진로,취업,직장",기쁨,신이 난,이직한 회사는 분위기가 너무 좋아 일할 맛이 나.
2541,M_002542,KSH,청년,남성,"진로,취업,직장",기쁨,신이 난,이번 주 금요일에 지점장들과의 미팅이 있어.
2542,M_002543,KSH,청년,남성,"진로,취업,직장",기쁨,신이 난,부모님께 용돈 보내고 집에 가는 길이라 뿌듯해.
2543,M_002544,KSH,청년,남성,"진로,취업,직장",기쁨,신이 난,오늘은 정말 잊지 못할 날이야.
2544,M_002545,KSH,청년,남성,"진로,취업,직장",기쁨,신이 난,어제 기분이 좋아 친구들에게 한턱냈어.
2545,M_002546,KSH,청년,남성,"진로,취업,직장",기쁨,신이 난,오늘 회식은 내가 쏘기로 했어.
2546,M_002547,KSH,청년,남성,"진로,취업,직장",기쁨,신이 난,오늘 반가운 소식을 들어서 기분이 좋아.
2547,M_002548,KSH,청년,남성,"진로,취업,직장",기쁨,신이 난,점심 때 기분이 좋아서 입 꼬리가 내려가지 않더라.
2548,M_002549,KSH,청년,남성,"연애,결혼,출산",기쁨,신이 난,여자 친구는 나만큼 좋아한 남자가 처음이라고 말했어.
2549,M_002550,KSH,청년,남성,"연애,결혼,출산",기쁨,신이 난,결혼 직후 간절히 원하던 주택 청약에 당첨되었어.
2550,M_002551,KSH,청년,남성,"연애,결혼,출산",기쁨,신이 난,아이가 태어난 후 처음으로 아내와 단둘이 여행을 가게 되었어.
2551,M_002552,KSH,청년,남성,"연애,결혼,출산",기쁨,신이 난,아이가 두 발로 걷고 말문을 트는 모습에 감동했어.
2552,M_002553,KSH,청년,남성,"연애,결혼,출산",기쁨,신이 난,가족 여행에서 신나하는 아이의 모습을 보고 나도 덩달아 들떴어.
2553,M_002554,KSH,청년,남성,"연애,결혼,출산",기쁨,신이 난,아내에게 최신형 게임기를 사도 된다고 허락 받았어.
2554,M_002555,KSH,청년,남성,"연애,결혼,출산",기쁨,신이 난,부모님은 오늘 처음 본 여자 친구를 매우 마음에 들어 하셨어.
2555,M_002556,KSH,청년,남성,"연애,결혼,출산",기쁨,신이 난,아내와 같이 응원하던 야구팀이 우승을 했어.
2556,M_002557,KSH,청년,남성,"연애,결혼,출산",기쁨,신이 난,마음속으로 몰래 좋아하던 그녀가 처음으로 나에게 먼저 놀러 가자며 말을 걸어왔어.
2557,M_002558,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,아내랑 이게 얼마 만에 보는 영화인지 모르겠어. 오랜만이라 기대가 돼.
2558,M_002559,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,낚시라면 질색을 하던 아내가 이번 주말에는 같이 가주겠다고 해서 기뻐.
2559,M_002560,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,세상은 정말 좁아. 아들의 대학교수가 내 대학 동기라니 마음이 놓이면서도 반가워서 신이 나.
2560,M_002561,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,우리 가족 사진이 동네 사진관 대표 모델로 선정되어 사진관 바깥에 전시되고 있어.
2561,M_002562,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,우리 부부가 오랜 시험관 시술 끝에 임신에 성공했어.
2562,M_002563,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,올해 아들이 성인이 되어 드디어 부자지간의 술자리를 가져볼 수 있게 되었어.
2563,M_002564,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,몇 년 동안 공부에 매달렸던 큰 딸아이가 드디어 이번에 취업을 하게 되었어. 아주 기분이 좋군.
2564,M_002565,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,딸이 처음으로 돈 벌어서 나에게 용돈을 줬어!
2565,M_002566,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,이번에 아내가 나에게 용돈을 줬어.
2566,M_002567,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,나 너무 기분이 좋아.
2567,M_002568,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,아이에게 어떻게 칭찬을 해줘야 할지 모르겠어.
2568,M_002569,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,어제 우리 아이 지능테스트를 받고 왔는데 결과가 좋아. 너무 신이 나.
2569,M_002570,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,너무 기분이 좋아.
2570,M_002571,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,아이들이 하나둘 집을 떠나고 나니 아내와 둘이서 생활하게 됐어. 홀가분하고 이제 내가 하고 싶은 거 하며 신나게 살 수 있겠어!
2571,M_002572,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,요즘 너무 신이 나서 어제 회사에 커피를 돌렸어.
2572,M_002573,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,가족과 소통이 중요한데 서로 이야기를 하는 시간을 만들기가 어려워서 여러 가지 노력을 하고 있어.
2573,M_002574,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,우리 딸이 이 번에 대학에 합격했어.
2574,M_002575,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,아내가 오토바이 타는 것을 반대해서 오늘 아내 몰래 오토바이를 샀어.
2575,M_002576,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,아들이 재수 끝에 원하던 대기업에 합격해서 너무 기뻐.
2576,M_002577,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,다음 달에 아내와 아이들과 같이 여행을 가기로 했어. 다같이 가는 여행은 처음이라서 매우 신나.
2577,M_002578,KSH,중년,남성,"대인관계(부부, 자녀)",기쁨,신이 난,아이들과의 관계가 더 좋아지고 아내랑도 이제 싸우지 않아 기뻐.
2578,M_002579,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,내가 퇴원한다니까 서울 사는 아들이 바쁜데 손수 데리러 온다네.
2579,M_002580,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,무릎이 아파 오랫동안 제대로 걸을 수 없었는데 수술하고 제대로 걸을 수 있어 좋아.
2580,M_002581,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,요새 시력이 급격히 안 좋아서 내심 걱정했거든.
2581,M_002582,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,관절염으로 오래 고생했는데 이제 인공관절 수술을 할 조건이 되었다는 거야.
2582,M_002583,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,손자가 오래오래 건강하게 살라고 나한테 영상 편지를 만들어서 보내줘서 행복해.
2583,M_002584,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,오늘 등산 모임에서 가는 곳이 내 고향이라 오랜만에 고향 풍경을 볼 생각에 신이 나네.
2584,M_002585,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,오늘 병원에 갔는데 의사가 내 근육량이 오십 대 남성보다 낫다고 해서 기분이 좋네.
2585,M_002586,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,가벼운 감기에 걸렸었는데 걱정이 된다고 오랜만에 사위와 며느리가 집에 온대. 너무 신나.
2586,M_002587,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,한동안 보지 못한 손녀가 날 보러 온다고 해서 너무 기뻐.
2587,M_002588,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,아들이 나를 위해 비싼 보약을 지어 와서 너무 고맙고 뿌듯해.
2588,M_002589,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,아내가 허리 수술을 해야 하는데 의사가 가능할 것 같다고 하네. 너무 기뻐.
2589,M_002590,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,내가 퇴원한다니까 서울 사는 아들이 바쁜데 손수 데리러 온다네.
2590,M_002591,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,무릎이 아파 오랫동안 제대로 걸을 수 없었는데 수술하고 제대로 걸을 수 있어 좋아.
2591,M_002592,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,요새 시력이 급격히 안 좋아서 내심 걱정했거든.
2592,M_002593,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,관절염으로 오래 고생했는데 이제 인공관절 수술을 할 조건이 되었다는 거야.
2593,M_002594,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,손자가 오래오래 건강하게 살라고 나한테 영상 편지를 만들어서 보내줘서 행복해.
2594,M_002595,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,오늘 등산 모임에서 가는 곳이 내 고향이라 오랜만에 고향 풍경을 볼 생각에 신이 나네.
2595,M_002596,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,오늘 병원에 갔는데 의사가 내 근육량이 오십 대 남성보다 낫다고 해서 기분이 좋네.
2596,M_002597,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,가벼운 감기에 걸렸었는데 걱정이 된다고 오랜만에 사위와 며느리가 집에 온대. 너무 신나.
2597,M_002598,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,한동안 보지 못한 손녀가 날 보러 온다고 해서 너무 기뻐.
2598,M_002599,KSH,노년,남성,"건강, 죽음",기쁨,신이 난,아들이 나를 위해 비싼 보약을 지어 와서 너무 고맙고 뿌듯해.
2599,M_002600,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,내가 믿었던 친구까지도 중요한 순간에 나를 버리고 가버렸어. 배신감이 들고 속상해.
2600,M_002601,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,언제나 내 편일 것 같았던 친구가 등을 돌렸어. 지금 너무 슬퍼.
2601,M_002602,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,오늘 처음 학교 갔는데 아무와도 말을 섞지 못해서 실망이야. 기대했는데.
2602,M_002603,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,친한 친구가 넘어진 내 손을 잡아주지 않았어. 배신당한 것 같아 속상해.
2603,M_002604,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,정말 믿었던 친구가 나를 때렸어. 정말 그런 애인 줄 몰랐는데 말이야. 당황스러워.
2604,M_002605,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,아무도 내 이야기를 귀 기울여 들어주지 않아. 답답하고 속상해.
2605,M_002606,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,친하게 지낼 수 있을 거 같던 친구가 오늘 다른 애들이랑 나를 따돌려서 너무 속상해.
2606,M_002607,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,결국 학교폭력 때문에 자퇴하고 말았어. 이겨낼 수 있을 줄 알았는데 너무 슬퍼.
2607,M_002608,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,친구들을 생일파티에 초대했는데 아무도 오지 않았어. 서러워 정말.
2608,M_002609,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,옆자리에 앉은 친구에게 말을 걸어보았는데 답이 없었어. 민망하고 당황스럽더라고.
2609,M_002610,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,나랑 친했던 친구가 갑자기 내 인사를 보고도 그냥 가버렸어. 너무 당황스러웠어.
2610,M_002611,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,나랑 항상 함께하자던 친구들이 나를 배신해서 따돌렸어. 배신감에 펑펑 울었어.
2611,M_002612,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,날 괴롭히던 애는 결국 하나도 바뀌지 않았어. 학폭위가 왜 열렸는가 싶어.
2612,M_002613,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,날 괴롭히던 애가 학폭위에서 경고만 받았어. 징계를 받을 줄 알았는데.
2613,M_002614,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,선생님은 자기만 믿으라고 해놓고 아무런 조치도 해주지 않아. 실망이야.
2614,M_002615,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,다른 친구들에게 학교폭력 당한 걸 이야기했는데 걔들한테 얘기해서 괴롭힘이 심해졌어. 친구들한테 실망했어.
2615,M_002616,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,가족들에게 따돌림 당한 걸 얘기했는데 오히려 나를 꾸짖었어. 가족들에게 실망했어.
2616,M_002617,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,학교폭력을 신고했는데 학교는 사실을 덮기에만 급급했어. 속상해.
2617,M_002618,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,친구가 그동안 미안했다고 친하게 지내자고 했는데 모두 거짓말이었어. 너무 속상해.
2618,M_002619,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,내 가장 친한 친구가 학교 폭력 가해자였어. 너무 실망스러워.
2619,M_002620,KSH,청소년,남성,학교폭력/따돌림,슬픔,실망한,새 친구와 가까워졌다고 생각했는데 알고 보니 학교폭력 가해자였어. 친구한테 실망했어.
2620,M_002621,KSH,청년,남성,"진로,취업,직장",슬픔,실망한,입사하기를 꿈꾸던 기업에서 이번에는 채용을 하지 않아서 너무 슬퍼. 한참 더 기다려야 할 것 같아.
2621,M_002622,KSH,청년,남성,"진로,취업,직장",슬픔,실망한,난 올해 내가 무조건 승진할 거라고 생각했는데 내 동기가 먼저 승진했어.
2622,M_002623,KSH,청년,남성,"진로,취업,직장",슬픔,실망한,입사 후 많은 걸 배울 줄 알았는데 아직도 커피 타고 복사만 하고 있어서 너무 힘들어.
2623,M_002624,KSH,청년,남성,"진로,취업,직장",슬픔,실망한,나는 회사에 입사하면 내 삶이 달라질 줄 알았는데 그냥 더 피곤하기만 해.
2624,M_002625,KSH,청년,남성,"진로,취업,직장",슬픔,실망한,대기업에 입사할 줄 알았는데 적성 시험에서 탈락했어. 너무 슬퍼.
2625,M_002626,KSH,청년,남성,"진로,취업,직장",슬픔,실망한,공기업 입사를 준비했는데 모두 떨어져서 너무 슬프고 비참해.
2626,M_002627,KSH,청년,남성,"진로,취업,직장",슬픔,실망한,교내 취업상담센터에서 상담을 받았는데 상담사가 너무 건성으로 이야기를 들어서 속상했어.
2627,M_002628,KSH,청년,남성,"진로,취업,직장",슬픔,실망한,오늘만 잘하면 프로젝트를 끝낼 줄 알았는데 오류가 발생했어. 고치려면 시간이 얼마나 걸릴지 모르겠어.
2628,M_002629,KSH,청년,남성,대인관계,슬픔,실망한,오늘 회사 입사 첫날이었는데 말을 한마디도 못 했어. 아무도 말을 걸어주지 않았거든.
2629,M_002630,KSH,청년,남성,"진로,취업,직장",슬픔,실망한,면접까지 진행이 되어서 이번에는 꼭 붙을 거라고 생각했는데 떨어졌어.
2630,M_002631,KSH,청년,남성,"진로,취업,직장",슬픔,실망한,내 전공과 관련이 있어서 직무 변경을 했는데 전혀 관련이 없어서 너무 속상해.
2631,M_002632,KSH,청년,남성,"진로,취업,직장",슬픔,실망한,직장에서 내가 생각했던 것처럼 일을 할 수가 없어.
2632,M_002633,KSH,청년,남성,"연애,결혼,출산",슬픔,실망한,여자 친구가 화장 안 한 모습을 보고 깜짝 놀랐어.
2633,M_002634,KSH,청년,남성,"연애,결혼,출산",슬픔,실망한,내가 턱걸이를 못해서 허우적거리고 있는데 여자 친구가 실망한 표정이었어.
2634,M_002635,KSH,청년,남성,"연애,결혼,출산",슬픔,실망한,아내와 함께 영화를 보러 극장에 갔더니 상영 중단돼서 실망했어.
2635,M_002636,KSH,청년,남성,"연애,결혼,출산",슬픔,실망한,결혼기념일에 특별히 아내에게 대접하려고 예약한 음식점이 생각보다 별로 였어.
2636,M_002637,KSH,청년,남성,"연애,결혼,출산",슬픔,실망한,여행 준비를 모두 마쳤는데 여자 친구가 급한 일이 생겨서 못 간다고 해서 실망이야.
2637,M_002638,KSH,청년,남성,"연애,결혼,출산",슬픔,실망한,여자 친구가 내가 준 커플링을 잃어 버렸다고 해서 속상해.
2638,M_002639,KSH,청년,남성,"연애,결혼,출산",슬픔,실망한,여자 친구가 운전할 때 욕을 너무 많이 해서 실망이야.
2639,M_002640,KSH,청년,남성,"연애,결혼,출산",슬픔,실망한,아내가 요리 학원을 다닌다고 했는데 차려 준 식사는 여전히 맛이 없어서 실망했어.
2640,M_002641,KSH,청년,남성,"연애,결혼,출산",슬픔,실망한,임신한 것 같다고 말한 아내가 며칠 뒤 생리를 해서 실망했어.
2641,M_002642,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,아들이 지금까지 학원비를 유흥비로 쓴 것을 알게 됐어.
2642,M_002643,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,아내가 직장을 다시 다니겠다고 했지만 아직 이력서도 적지 않아.
2643,M_002644,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,애들의 성적이 나빠서 아주 실망스러워.
2644,M_002645,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,아내가 나 몰래 계속 물건을 사고 있었더라고. 
2645,M_002646,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,나 자신에게 너무 실망했어.
2646,M_002647,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,아들이 시험 성적이 너무 안나왔어. 실망스러워.
2647,M_002648,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,우리 부부는 지금 별거중에 있어.
2648,M_002649,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,오늘이 내 생일이라 집에 갔는데 아무도 나를 축하해 주지 않아 실망스러워.
2649,M_002650,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,아들에게 실망했어.
2650,M_002651,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,아들이 자꾸 말썽만 피워서 너무 속상하고 슬퍼.
2651,M_002652,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,어제 결혼기념일이었는데 회사 일로 집에 늦게 들어갔어. 파티하지 못해서 실망스러워.
2652,M_002653,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,요즘 우리 아들이 매일 게임만 하고 공부를 하지 않아 실망스럽네.
2653,M_002654,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,나 가족 여행 가는 문제로 아내하고 싸웠어.
2654,M_002655,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,아들 성적이 안 좋아 걱정이야.
2655,M_002656,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,아니 형동이는 왜 영식이만 만나면 티격태격하고 싸우는지 모르겠어.
2656,M_002657,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,아들이 학교폭력 가해자인걸 알게 됐어. 내가 잘못 키운 거 같아서 슬퍼.
2657,M_002658,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,아내의 바람을 목격했어.
2658,M_002659,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,언젠가부터 내 지갑에 돈이 없어지기 시작했는데 그게 아들 때문이었어.
2659,M_002660,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,아내가 다이어트를 했다가 포기를 해버렸어.
2660,M_002661,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,아들이 나보다 엄마가 좋다고 해서 슬퍼.
2661,M_002662,KSH,중년,남성,"대인관계(부부, 자녀)",슬픔,실망한,딸이 학교도 졸업했는데 취업을 안 해서 슬퍼.
2662,M_002663,KSH,중년,남성,건강,슬픔,실망한,병원이랑 통화하는 걸 몰래 들었는데 아내가 꽤 오랫동안 병원에 다녔어. 이렇게 섭섭하다니.
2663,M_002664,KSH,노년,남성,"건강, 죽음",슬픔,실망한,티브이 방송에서 영양제 광고를 한 게 있어서 샀는데 먹어보니 효과가 별로라 실망했어.
2664,M_002665,KSH,노년,남성,"건강, 죽음",슬픔,실망한,이번 주말에 마누라랑 등산하기로 했는데 피곤하다고 혼자 가라고 해서 실망했어.
2665,M_002666,KSH,노년,남성,"건강, 죽음",슬픔,실망한,건강 챙기려고 운동을 시작하면서 살이 빠지는 줄 알았는데 체중을 재니 별로 안 빠져 실망스러웠어.
2666,M_002667,KSH,노년,남성,"건강, 죽음",슬픔,실망한,노인정 족구대회에서 우승팀이 되지 못해 아쉽고 실망스러워.
2667,M_002668,KSH,노년,남성,"건강, 죽음",슬픔,실망한,내 생일 선물로 아들내미가 안마의자 사준다고 했는데 까먹고 안 사줘서 조금은 실망했어.
2668,M_002669,KSH,노년,남성,"건강, 죽음",슬픔,실망한,가족들이 항암 치료비를 부담스러워하는 것 같아서 스스로 그만뒀어.
2669,M_002670,KSH,노년,남성,"건강, 죽음",슬픔,실망한,입원 전 딸과 사위가 오지 않아 그 둘을 빼고 가족사진을 찍어 마음이 무겁다.
2670,M_002671,KSH,노년,남성,"건강, 죽음",슬픔,실망한,옆 환자에게 간호사가 퇴원하라고 하는데 내가 퇴원하는 것 같이 기쁘다가 갑자기 슬프더라.
2671,M_002672,KSH,노년,남성,"건강, 죽음",슬픔,실망한,골다공증 때문에 부러진 뼈가 아직도 안 붙었어.
2672,M_002673,KSH,노년,남성,"건강, 죽음",슬픔,실망한,고지혈증 때문에 체중관리를 시작했는데 오히려 체중이 늘어버렸어.
2673,M_002674,KSH,노년,남성,"건강, 죽음",슬픔,실망한,기침이 잦아서 병원에 가니 만성기침 진단을 받아 빨리 낫기 힘들대.
2674,M_002675,KSH,노년,남성,"건강, 죽음",슬픔,실망한,진단받고 음주를 많이 안 했는데 간 경변이 진행되었어.
2675,M_002676,KSH,노년,남성,"건강, 죽음",슬픔,실망한,느낌이 좋지 않아서 병원에서 검사를 받았는데 뇌수막염 판정을 받았어.
2676,M_002677,KSH,노년,남성,"건강, 죽음",슬픔,실망한,심한 발목 염좌로 이십 년간 활동했던 축구 동호회를 그만두게 되었어.
2677,M_002678,KSH,노년,남성,"건강, 죽음",슬픔,실망한,간암 초기 판정을 받아서 술을 더는 마실 수 없게 되었어.
